fragment_a,fragment_b,source_a,source_b,index_a,index_b,index_distance,same_file_type,bfa_cosine_similarity,bfa_euclidean_distance,bfa_manhattan_distance,bfa_correlation,diff_entropy,diff_mean,diff_variance,diff_std,diff_printable_ratio,diff_null_ratio,diff_high_byte_ratio,diff_control_ratio,diff_max_consecutive,seam_byte_difference,seam_avg_difference_4,seam_avg_difference_16,seam_identical,seam_both_null,seam_both_printable,label
FRAG_000287,FRAG_000093,sample_pdf_003.pdf,sample_jpeg_011.jpeg,7,1,6,0,0.22286526726796566,0.23519576505541082,1.74221,-0.11462993744499364,3.4866,28.96390000000001,4801.9872000000005,47.248099999999994,0.6073999999999999,0.0061,0.4834,0.1191,1.0,44.0,120.0,102.3125,0,0,1,0
FRAG_001617,FRAG_001293,sample_zip_024.zip,sample_text_019.txt,0,6,6,0,0.30627372235583233,0.18697621372784295,1.61281,-0.007121005938718857,2.8487,46.4199,4425.6229,42.459,0.6073999999999999,0.0059,0.4883,0.116,1.0,145.0,130.0,102.875,0,0,0,0
FRAG_000920,FRAG_001207,sample_png_014.png,sample_text_015.json,9,2,7,0,0.24395092014096706,0.22234889790597118,1.58644,-0.09877510458496673,2.9674000000000005,58.11380000000001,4229.2065,38.6372,0.6165,0.0046,0.4966,0.115,2.0,98.0,62.25,77.375,0,0,0,0
FRAG_000244,FRAG_000245,sample_pdf_001.pdf,sample_pdf_001.pdf,19,20,1,1,0.9984606040501836,0.013224061403366209,0.06837999999999997,0.9983469875659228,0.07570000000000032,1.0455999999999932,35.064500000000066,0.6262000000000008,0.0,0.0,0.0,0.0,0.0,72.0,21.0,41.25,0,0,1,1
FRAG_000306,FRAG_001118,sample_pdf_004.pdf,sample_text_008.json,0,10,10,0,0.7474599469805795,0.1636922447765929,0.8530000000000002,0.7273873769172283,0.2986999999999993,24.844399999999993,414.4693,6.439000000000004,0.0020000000000000018,0.0,0.002,0.0,2.0,65.0,36.75,63.4375,0,0,1,0
FRAG_000924,FRAG_000716,sample_png_015.png,sample_pdf_021.pdf,2,8,6,0,0.23542643204859576,0.23233226659248174,1.73155,-0.08346587728721519,3.4587000000000003,32.961600000000004,4813.6113,47.184,0.6289,0.0051,0.5056,0.1191,0.0,14.0,26.0,71.125,0,0,1,0
FRAG_000567,FRAG_001484,sample_pdf_016.pdf,sample_zip_012.zip,6,2,4,0,0.2917002307482676,0.2226781414957472,1.6855700000000002,0.13136644869381317,3.3583,35.5613,4525.5070000000005,44.520300000000006,0.6226,0.0059,0.5073,0.1121,1.0,26.0,84.0,77.5,0,0,1,0
FRAG_001488,FRAG_001489,sample_zip_012.zip,sample_zip_012.zip,6,7,1,1,0.4975651019133436,0.11883582372332006,0.6438599999999999,0.2506000708900277,0.7469000000000001,21.7979,851.4874,5.5382999999999925,0.02909999999999996,0.1114,0.1235,0.0977,14.0,25.0,54.25,65.375,0,0,0,1
FRAG_000823,FRAG_001025,sample_png_004.png,sample_text_001.json,8,0,8,0,0.2741462844072607,0.22179838930884957,1.59581,0.04718976391398798,2.9844999999999997,59.62549999999999,4105.9967,37.7727,0.6123000000000001,0.0032,0.5044,0.1047,3.0,25.0,107.5,102.875,0,0,1,0
FRAG_000243,FRAG_000954,sample_pdf_001.pdf,sample_png_018.png,18,9,9,0,0.2616817889901281,0.22754200337520103,1.70309,0.018068845125824386,3.4071000000000007,33.39019999999999,4741.6284,46.48559999999999,0.6211,0.0046,0.5007,0.1157,0.0,10.0,34.0,67.1875,0,0,0,0
FRAG_001124,FRAG_001125,sample_text_008.json,sample_text_008.json,16,17,1,1,0.999799152080902,0.004703190406521941,0.023840000000000017,0.9997838644682053,0.005799999999999805,0.03719999999999857,5.725699999999961,0.08089999999999975,0.0,0.0,0.0,0.0,0.0,39.0,25.75,39.375,0,0,1,1
FRAG_001036,FRAG_001037,sample_text_001.json,sample_text_001.json,11,12,1,1,0.9995371104411134,0.006983315831322538,0.03558999999999998,0.9995000363367373,0.001000000000000334,0.1214999999999975,4.574200000000019,0.06449999999999534,0.0,0.0,0.0,0.0,0.0,6.0,5.25,35.9375,0,0,1,1
FRAG_000954,FRAG_000955,sample_png_018.png,sample_png_018.png,9,10,1,1,0.9471453738249137,0.020939300370356215,0.26751,0.09156129887914133,0.002200000000000202,0.2113999999999976,59.76469999999972,0.403499999999994,0.01100000000000001,0.0008999999999999998,0.0,0.008800000000000002,0.0,35.0,40.5,69.125,0,0,0,1
FRAG_000079,FRAG_000080,sample_jpeg_010.jpg,sample_jpeg_010.jpg,1,2,1,1,0.9401921415269109,0.0223509932665195,0.27637,0.07589665576479779,0.0015999999999998238,1.2990999999999957,40.59869999999955,0.27309999999999945,0.022300000000000042,0.0009999999999999992,0.01469999999999999,0.004900000000000002,0.0,93.0,57.0,72.9375,0,0,0,1
FRAG_000708,FRAG_001493,sample_pdf_021.pdf,sample_zip_013.zip,0,3,3,0,0.23468335023406495,0.22818848152349847,1.69585,-0.09546142352554272,3.3259,33.142300000000006,4667.8475,45.49979999999999,0.6293,0.0046,0.5058,0.1196,0.0,7.0,45.75,60.3125,0,0,1,0
FRAG_001261,FRAG_000836,sample_text_016.json,sample_png_006.png,23,1,22,0,0.25346174625959383,0.22266430427888528,1.5653199999999998,-0.03823421338710716,2.9657999999999998,55.6904,4161.4347,38.158300000000004,0.6003000000000001,0.0037,0.4785,0.1174,2.0,54.0,87.0,85.5625,0,0,0,0
FRAG_001381,FRAG_001179,sample_zip_002.zip,sample_text_012.log,1,5,4,0,0.344082171883454,0.1844159383025231,1.5771500000000003,0.1561952960040557,2.8572000000000006,46.76220000000001,4370.8402,42.07509999999999,0.595,0.0049,0.4827,0.1079,1.0,36.0,40.25,68.75,0,0,0,0
FRAG_001133,FRAG_001134,sample_text_009.txt,sample_text_009.txt,5,6,1,1,0.9992803847382462,0.007451845409024532,0.03175999999999999,0.9991993239371219,0.0009999999999994458,0.12160000000000082,1.974999999999909,0.03190000000000026,0.0,0.0,0.0,0.0,1.0,6.0,7.75,38.125,0,0,1,1
FRAG_001390,FRAG_000792,sample_zip_003.zip,sample_pdf_025.pdf,5,24,19,0,0.25830164483749113,0.2296624581859212,1.70947,0.014694590661569201,3.4425,31.907300000000006,4628.1918,45.833,0.6157,0.0066,0.4998,0.1125,1.0,3.0,78.75,71.4375,0,0,1,0
FRAG_000084,FRAG_000085,sample_jpeg_010.jpg,sample_jpeg_010.jpg,6,7,1,1,0.9445276684693169,0.02152048791268451,0.27686,0.13442849120136935,0.008000000000000007,1.8067999999999813,103.08590000000004,0.6952999999999889,0.004400000000000015,0.0009999999999999992,0.0046999999999999265,0.0003999999999999976,0.0,178.0,88.25,84.5625,0,0,0,1
FRAG_001074,FRAG_001075,sample_text_004.json,sample_text_004.json,7,8,1,1,0.9997559112238865,0.005252675508728858,0.03027999999999998,0.9997378776034851,0.014200000000000657,0.0036999999999949296,6.767100000000028,0.09539999999999793,0.0,0.0,0.0,0.0,0.0,2.0,8.5,18.75,0,0,1,1
FRAG_000936,FRAG_000937,sample_png_016.png,sample_png_016.png,9,10,1,1,0.9437622863619735,0.021515561810001617,0.27196,-0.10732650912974327,0.0036000000000004917,0.9053000000000111,79.09100000000035,0.5339000000000027,0.00269999999999998,0.0004999999999999996,0.003899999999999959,0.006599999999999995,0.0,21.0,70.0,84.25,0,0,0,1
FRAG_000925,FRAG_000926,sample_png_015.png,sample_png_015.png,3,4,1,1,0.845750484120368,0.03867326983848146,0.49721999999999994,0.04682751158090177,0.2181999999999995,0.1752000000000038,226.3154999999997,1.5277999999999992,0.020399999999999974,0.005699999999999999,0.010699999999999987,0.012499999999999997,2.0,27.0,76.25,92.1875,0,0,0,1
FRAG_000689,FRAG_000059,sample_pdf_020.pdf,sample_jpeg_008.jpeg,16,0,16,0,0.21397556503296708,0.234708876696217,1.7359199999999997,-0.13764574346568462,3.4651999999999994,29.6297,4932.3259,47.9945,0.6287,0.0115,0.4954,0.1299,1.0,144.0,157.5,87.4375,0,0,0,0
FRAG_000921,FRAG_000508,sample_png_014.png,sample_pdf_012.pdf,10,25,15,0,0.042501301619040345,0.2974817905351519,1.87581,-0.04844504786138517,0.4432999999999998,29.877500000000012,5763.5769,53.1808,0.65,0.1,0.475,0.175,2.0,12.0,32.0,58.125,0,0,0,0
FRAG_000517,FRAG_000168,sample_pdf_012.pdf,sample_jpeg_018.jpeg,34,6,28,0,0.26568998013931494,0.21664016825141177,1.6637499999999998,-0.021841610121694634,3.2295,37.9363,4413.3937,42.501900000000006,0.6106,0.0063,0.4998,0.1079,8.0,171.0,45.5,93.25,0,0,0,0
FRAG_000859,FRAG_001103,sample_png_008.png,sample_text_007.csv,4,5,1,0,0.26915813065243255,0.20540000803310599,1.68891,-0.05555883636346751,3.0607999999999995,62.017599999999995,4855.669599999999,49.71979999999999,0.6113,0.0042,0.4863,0.1201,0.0,122.0,108.5,82.0625,0,0,0,0
FRAG_001538,FRAG_001539,sample_zip_016.zip,sample_zip_016.zip,8,9,1,1,0.9463214294487539,0.021050995225879464,0.26649999999999996,-0.002507139645116416,0.0034000000000000696,1.5988000000000113,2.3307000000004336,0.015700000000009595,0.0015000000000000013,0.0009999999999999996,0.005099999999999993,0.007800000000000001,0.0,83.0,65.5,68.0,0,0,0,1
FRAG_000176,FRAG_000177,sample_jpeg_019.jpg,sample_jpeg_019.jpg,6,7,1,1,0.9450615568696336,0.02141595433316013,0.27779,0.14366746657038118,0.0030000000000001137,1.5134000000000043,13.28900000000067,0.09000000000000341,0.003400000000000014,0.0017000000000000001,0.0010000000000000009,0.005400000000000002,0.0,33.0,28.5,82.4375,0,0,0,1
FRAG_001099,FRAG_001100,sample_text_007.csv,sample_text_007.csv,1,2,1,1,0.9903883647592608,0.029557861898317335,0.07755999999999999,0.9894846065697461,0.001300000000000523,0.13919999999999533,5.845900000000029,0.1214999999999975,0.0,0.0,0.0,0.0,0.0,13.0,32.25,18.75,0,0,1,1
FRAG_000177,FRAG_000178,sample_jpeg_019.jpg,sample_jpeg_019.jpg,7,8,1,1,0.941996381639996,0.021968295336689193,0.28812000000000004,0.04923517449275431,0.00019999999999953388,3.231200000000001,103.73179999999957,0.6988000000000056,0.011299999999999977,0.001999999999999999,0.016800000000000037,0.003699999999999995,0.0,51.0,74.0,84.5,0,0,0,1
FRAG_000723,FRAG_000100,sample_pdf_022.pdf,sample_jpeg_012.jpg,3,1,2,0,0.24217410629529687,0.2312950576644473,1.72457,-0.05446766676241573,3.4409,33.565,4833.3922999999995,47.090199999999996,0.6321,0.0071,0.5115,0.1172,0.0,131.0,62.75,75.0,0,0,0,0
FRAG_001607,FRAG_001608,sample_zip_022.zip,sample_zip_022.zip,4,5,1,1,0.9447224524670271,0.021335114248580905,0.26644999999999996,-0.07639099063032087,0.0016999999999995907,0.5212999999999965,204.38610000000062,1.3844999999999885,0.0014000000000000123,0.0024000000000000002,0.0015000000000000013,0.0010000000000000009,1.0,151.0,103.0,86.125,0,0,0,1
FRAG_001416,FRAG_001417,sample_zip_006.zip,sample_zip_006.zip,6,7,1,1,0.9433554564606551,0.021686887743519123,0.28615,0.03983733145465611,0.0032999999999994145,0.45119999999998583,29.333699999999226,0.19890000000000896,0.006099999999999994,0.0011999999999999997,0.006800000000000028,0.0003000000000000086,0.0,25.0,101.5,88.0,0,0,1,1
FRAG_000871,FRAG_000236,sample_png_009.png,sample_pdf_001.pdf,2,11,9,0,0.27161123648799407,0.23003656991878488,1.70505,0.07653575665839622,3.4570999999999996,32.01339999999999,4851.0004,47.420100000000005,0.6245,0.0049,0.5022,0.1174,0.0,5.0,37.25,75.875,0,0,1,0
FRAG_000642,FRAG_000643,sample_pdf_019.pdf,sample_pdf_019.pdf,9,10,1,1,0.9996399705291533,0.0064166502164291345,0.030780000000000016,0.9996135690142132,0.017000000000000348,0.3234999999999957,11.9769,0.21889999999999787,0.0,0.0,0.0,0.0,0.0,8.0,25.75,21.875,0,0,1,1
FRAG_000729,FRAG_000730,sample_pdf_022.pdf,sample_pdf_022.pdf,9,10,1,1,0.9957228152910632,0.021855193890697924,0.10294999999999999,0.9954011019821674,0.025800000000000267,0.04200000000000159,12.727899999999977,0.22749999999999915,0.0,0.0,0.0,0.0,0.0,78.0,28.0,24.3125,0,0,1,1
FRAG_001605,FRAG_001139,sample_zip_022.zip,sample_text_010.log,2,0,2,0,0.32537688855863056,0.18555402798107082,1.60059,0.07121595797593318,2.8479,47.85050000000001,4467.8834,42.7602,0.6169,0.0066,0.4995,0.1116,0.0,142.0,91.25,78.9375,0,0,0,0
FRAG_000544,FRAG_001606,sample_pdf_014.pdf,sample_zip_022.zip,17,3,14,0,0.24363693508938114,0.2273239705794354,1.73142,-0.07490522349546484,3.3994,33.8091,4761.168500000001,46.5857,0.6313,0.0039,0.5115,0.1165,0.0,38.0,66.25,69.9375,0,0,1,0
FRAG_000612,FRAG_000613,sample_pdf_018.pdf,sample_pdf_018.pdf,9,10,1,1,0.9968564934930377,0.019846745325115652,0.09914999999999999,0.9966508636391157,0.1391,1.627200000000002,52.7174,0.9458999999999982,0.0,0.0,0.0,0.0,0.0,13.0,28.75,31.5,0,0,1,1
FRAG_000315,FRAG_000316,sample_pdf_005.pdf,sample_pdf_005.pdf,1,2,1,1,0.9997570860757571,0.005178938115096568,0.024419999999999997,0.9997386059034835,0.008600000000000385,0.21120000000000516,6.259800000000041,0.11070000000000135,0.0,0.0,0.0,0.0,0.0,68.0,37.25,23.9375,0,0,1,1
FRAG_001367,FRAG_001368,sample_text_025.log,sample_text_025.log,9,10,1,1,0.9990308995413667,0.008637349130375591,0.031239999999999997,0.9989214477352393,0.008300000000000196,0.11420000000001096,3.485900000000015,0.05649999999999977,0.0,0.0,0.0,0.0,0.0,65.0,41.5,40.625,0,0,1,1
FRAG_001360,FRAG_001361,sample_text_025.log,sample_text_025.log,2,3,1,1,0.9991168777830708,0.008275548320202112,0.03796999999999998,0.9990179438739708,0.010200000000000209,0.09060000000000912,0.647899999999936,0.010400000000000631,0.0,0.0,0.0,0.0,0.0,18.0,28.75,36.6875,0,0,1,1
FRAG_000420,FRAG_000421,sample_pdf_009.pdf,sample_pdf_009.pdf,10,11,1,1,0.997263485267799,0.01739200103495857,0.09761,0.9970553761091544,0.02119999999999944,0.48270000000000834,2.8296000000000276,0.049900000000000944,0.0,0.0,0.0,0.0,0.0,2.0,22.75,30.625,0,0,1,1
FRAG_000689,FRAG_001039,sample_pdf_020.pdf,sample_text_001.json,16,14,2,0,0.7207441303146315,0.17616617070255006,0.90137,0.6996112898897816,0.4946999999999999,26.983800000000002,510.5495000000001,8.117899999999999,0.0,0.0,0.0,0.0,2.0,59.0,45.75,45.1875,0,0,1,0
FRAG_000567,FRAG_000568,sample_pdf_016.pdf,sample_pdf_016.pdf,6,7,1,1,0.9999571082860292,0.002155991651189768,0.009749999999999995,0.9999537761399042,0.00039999999999995595,0.03279999999999461,2.601199999999949,0.04550000000000054,0.0,0.0,0.0,0.0,0.0,85.0,26.25,22.9375,0,0,1,1
FRAG_000804,FRAG_000805,sample_png_002.png,sample_png_002.png,1,2,1,1,0.9459616590643672,0.021175181227087527,0.27153000000000005,0.07443967837827674,0.0038999999999997925,1.232600000000005,56.13199999999961,0.38519999999999754,0.006800000000000028,0.0026999999999999997,0.0029000000000000137,0.003699999999999995,1.0,61.0,92.5,72.5625,0,0,1,1
FRAG_000216,FRAG_000217,sample_jpeg_025.jpg,sample_jpeg_025.jpg,2,3,1,1,0.9364507773217904,0.02305304318305937,0.29394,0.032957651312378315,0.002000000000000668,2.161600000000007,95.58479999999963,0.642399999999995,0.012700000000000045,0.0007999999999999995,0.01319999999999999,0.0030000000000000027,0.0,68.0,39.25,91.0625,0,0,1,1
FRAG_000948,FRAG_000949,sample_png_018.png,sample_png_018.png,3,4,1,1,0.9431170859574376,0.02180183249178839,0.27341,0.12378538863453717,0.006099999999999994,0.27590000000000714,94.65009999999984,0.6445000000000078,0.007799999999999974,0.0009999999999999996,0.009000000000000008,0.0007999999999999952,0.0,124.0,74.0,82.8125,0,0,0,1
FRAG_001360,FRAG_001192,sample_text_025.log,sample_text_013.csv,2,4,2,1,0.5015334607265259,0.20693513041530673,1.0371000000000001,0.451407721831452,0.2264999999999997,16.776299999999992,380.3333,6.9346,0.0,0.0,0.0,0.0,1.0,3.0,3.5,6.25,0,0,1,0
FRAG_001177,FRAG_001178,sample_text_012.log,sample_text_012.log,3,4,1,1,0.9990935347474177,0.00856001752334655,0.03464999999999999,0.9989967444434646,0.02800000000000047,0.10500000000000398,4.436800000000062,0.07169999999999987,0.0,0.0,0.0,0.0,0.0,4.0,40.5,32.6875,0,0,1,1
FRAG_001001,FRAG_000040,sample_png_023.png,sample_jpeg_004.jpeg,5,6,1,0,0.9426935474346996,0.02182625941383452,0.2719,0.047574476375205996,0.0023999999999997357,0.49679999999999325,14.27639999999974,0.09659999999999513,0.0021999999999999797,0.0022000000000000006,0.0020000000000000018,0.001899999999999999,0.0,66.0,76.25,85.0625,0,0,0,0
FRAG_000410,FRAG_000252,sample_pdf_009.pdf,sample_pdf_001.pdf,0,27,27,1,0.9929895884445473,0.027463537645394488,0.13817,0.9924407598073457,0.021099999999999675,0.08500000000000796,40.30370000000005,0.6947999999999972,0.0020000000000000018,0.0,0.002,0.0,0.0,9.0,43.5,24.5625,0,0,1,0
FRAG_000648,FRAG_000310,sample_pdf_019.pdf,sample_pdf_004.pdf,15,4,11,1,0.9978174776865041,0.015641163639576183,0.07569999999999999,0.9976539701180273,0.01949999999999985,0.13249999999999318,10.626499999999965,0.1900999999999975,0.0,0.0,0.0,0.0,0.0,82.0,40.75,30.0625,0,0,1,0
FRAG_000561,FRAG_000590,sample_pdf_016.pdf,sample_pdf_017.pdf,0,7,7,1,0.9955267654261413,0.024135666553878308,0.13812000000000002,0.9952531986433979,0.2223000000000006,2.6186000000000007,94.64780000000007,1.648699999999998,0.0020000000000000018,0.0,0.002,0.0,0.0,3.0,14.25,16.5,0,0,1,0
FRAG_001350,FRAG_001068,sample_text_024.txt,sample_text_004.json,9,1,8,1,0.798240906081651,0.13872519021432267,0.64992,0.7800355986022596,0.13229999999999986,10.680899999999994,301.44190000000003,4.551299999999998,0.0,0.0,0.0,0.0,2.0,2.0,7.25,27.9375,0,0,1,0
FRAG_000828,FRAG_000829,sample_png_005.png,sample_png_005.png,1,2,1,1,0.9338861248370091,0.023444715822547302,0.30713,-0.09729501830571854,0.007699999999999818,0.21879999999998745,188.6315999999997,1.2702000000000027,0.013600000000000001,0.00019999999999999966,0.010700000000000043,0.002599999999999991,0.0,148.0,101.5,101.6875,0,0,0,1
FRAG_000410,FRAG_000411,sample_pdf_009.pdf,sample_pdf_009.pdf,0,1,1,1,0.9975766237108896,0.01729713560101788,0.08983000000000001,0.9974153985459052,0.16749999999999954,2.109099999999998,94.23400000000004,1.651799999999998,0.0020000000000000018,0.0,0.002,0.0,0.0,2.0,26.5,23.0,0,0,1,1
FRAG_001504,FRAG_000708,sample_zip_014.zip,sample_pdf_021.pdf,1,0,1,0,0.26985646447490425,0.22584067082790912,1.6802799999999998,0.048429684741514184,3.3286999999999995,32.909400000000005,4544.1259,44.659499999999994,0.622,0.0039,0.5026,0.1155,1.0,109.0,74.5,66.5,0,0,0,0
FRAG_001490,FRAG_001491,sample_zip_013.zip,sample_zip_013.zip,0,1,1,1,0.9424171924568934,0.021855333445179922,0.27480000000000004,0.0030849656772607126,0.011200000000000543,3.172099999999986,247.04590000000007,1.6821000000000055,0.02100000000000002,0.0044,0.018799999999999983,0.003699999999999995,1.0,84.0,114.25,98.8125,0,0,0,1
FRAG_001460,FRAG_001461,sample_zip_010.zip,sample_zip_010.zip,5,6,1,1,0.9427182212070334,0.02177664804325955,0.2841,-0.018861428487839532,0.0031999999999996476,0.9703000000000088,142.83430000000044,0.9527999999999963,0.003400000000000014,0.0022,0.005699999999999983,0.0034000000000000002,1.0,34.0,77.75,92.4375,0,0,0,1
FRAG_000104,FRAG_001372,sample_jpeg_012.jpg,sample_zip_001.zip,5,2,3,0,0.943740095436391,0.021627468645220596,0.27976,0.06819892967171604,0.0020999999999995467,0.36599999999999966,24.923799999999574,0.1664999999999992,0.006099999999999994,0.0034000000000000002,0.0029000000000000137,0.010800000000000004,1.0,124.0,60.0,78.375,0,0,0,0
FRAG_001112,FRAG_001113,sample_text_008.json,sample_text_008.json,4,5,1,1,0.9996055760814582,0.006474673736953855,0.03658,0.9995742816022064,0.011400000000000077,0.3895999999999873,8.12760000000003,0.11469999999999914,0.0,0.0,0.0,0.0,0.0,81.0,36.0,48.625,0,0,1,1
FRAG_000285,FRAG_000286,sample_pdf_003.pdf,sample_pdf_003.pdf,5,6,1,1,0.9996577524091491,0.006615202188897926,0.034649999999999986,0.9996358072589725,0.07319999999999993,0.8096000000000032,30.893599999999992,0.5606000000000009,0.0,0.0,0.0,0.0,0.0,69.0,47.75,28.5625,0,0,1,1
FRAG_001093,FRAG_001094,sample_text_006.log,sample_text_006.log,3,4,1,1,0.9995357935883405,0.006056393316157727,0.02440999999999998,0.9994849418862279,0.02030000000000065,0.05910000000000082,3.806500000000028,0.0616000000000021,0.0,0.0,0.0,0.0,0.0,12.0,42.25,50.25,0,0,1,1
FRAG_000389,FRAG_000608,sample_pdf_007.pdf,sample_pdf_018.pdf,19,5,14,1,0.9692549769241209,0.057751819018971175,0.17572000000000002,0.9668683873095651,0.09780000000000033,3.8706999999999994,151.9085,2.5894000000000013,0.0,0.0,0.0,0.0,8.0,100.0,54.0,52.1875,0,0,1,0
FRAG_001498,FRAG_001499,sample_zip_013.zip,sample_zip_013.zip,8,9,1,1,0.9371197784308246,0.02287343874453511,0.29678000000000004,-0.028991273036569613,0.001000000000000334,1.8962999999999965,287.85019999999986,1.9454999999999956,0.0030999999999999917,0.0027,0.015599999999999947,0.010300000000000004,1.0,55.0,57.5,77.9375,0,0,0,1
FRAG_001172,FRAG_001173,sample_text_011.json,sample_text_011.json,25,26,1,1,0.9993127651139422,0.008584707333392328,0.04602000000000001,0.9992587791938063,0.00849999999999973,0.14270000000000493,0.30510000000003856,0.004199999999997317,0.0,0.0,0.0,0.0,0.0,2.0,33.0,33.75,0,0,1,1
FRAG_001034,FRAG_001035,sample_text_001.json,sample_text_001.json,9,10,1,1,0.9992920149242205,0.00876547203520723,0.041529999999999984,0.999237126995383,0.01750000000000007,0.21539999999998827,9.910100000000057,0.13969999999999771,0.0,0.0,0.0,0.0,0.0,8.0,34.5,33.0625,0,0,1,1
FRAG_000803,FRAG_000804,sample_png_002.png,sample_png_002.png,0,1,1,1,0.9365970378055187,0.02293333599806186,0.29293,-0.08821569105793407,0.0045999999999999375,0.12139999999999418,123.29260000000068,0.8388999999999953,0.009000000000000008,0.0004000000000000002,0.003400000000000014,0.007599999999999996,1.0,179.0,113.5,74.4375,0,0,0,1
FRAG_001069,FRAG_001333,sample_text_004.json,sample_text_022.log,2,8,6,1,0.792165313458266,0.14101179702422062,0.6660300000000001,0.7734718827833957,0.11770000000000014,10.744200000000006,301.93359999999996,4.556099999999997,0.0,0.0,0.0,0.0,2.0,4.0,22.25,53.4375,0,0,1,0
FRAG_000178,FRAG_000572,sample_jpeg_019.jpg,sample_pdf_016.pdf,8,11,3,0,0.2528448713463626,0.23316373281451816,1.72705,0.006077431658396609,3.4966999999999997,32.1799,4810.3275,47.1768,0.6265000000000001,0.0061,0.5068,0.1174,0.0,13.0,60.25,78.375,0,0,1,0
FRAG_001587,FRAG_000779,sample_zip_020.zip,sample_pdf_025.pdf,11,11,0,0,0.24872119424851127,0.23112338522962145,1.70994,-0.01937401140749636,3.4589,32.243399999999994,4675.2784,46.3047,0.6154999999999999,0.0037,0.5017,0.1089,0.0,202.0,91.75,59.625,0,0,0,0
FRAG_001166,FRAG_001167,sample_text_011.json,sample_text_011.json,19,20,1,1,0.9994984521431975,0.007420774892152429,0.04048999999999997,0.9994601021866991,0.013999999999999346,0.015199999999992997,12.279199999999946,0.17329999999999757,0.0,0.0,0.0,0.0,0.0,1.0,39.0,37.5625,0,0,1,1
FRAG_000080,FRAG_000281,sample_jpeg_010.jpg,sample_pdf_003.pdf,2,1,1,0,0.25804388303718745,0.2305261651092995,1.72066,0.019035792047260375,3.4665,30.034900000000007,4771.6476,47.1395,0.6086,0.0083,0.4895,0.1152,0.0,62.0,62.75,82.0,0,0,1,0
FRAG_000257,FRAG_000650,sample_pdf_001.pdf,sample_pdf_019.pdf,32,17,15,1,0.9967709741478921,0.019013860733685838,0.08793000000000001,0.9965287842383872,0.03819999999999979,0.7616999999999905,34.41880000000003,0.6246000000000009,0.0,0.0,0.0,0.0,0.0,1.0,25.5,26.5,0,0,1,0
FRAG_000436,FRAG_000317,sample_pdf_009.pdf,sample_pdf_005.pdf,26,3,23,1,0.994865825495653,0.024358132112294654,0.12012,0.9944947686498128,0.13490000000000002,2.1921999999999997,72.53650000000005,1.2929999999999993,0.0,0.0,0.0,0.0,0.0,65.0,20.75,27.1875,0,0,1,0
FRAG_001253,FRAG_001340,sample_text_016.json,sample_text_023.csv,15,3,12,1,0.3795233037879097,0.2481157139320281,1.18107,0.3262932453104948,0.0968,6.161600000000007,694.9878,11.680500000000002,0.0,0.0,0.0,0.0,1.0,74.0,27.75,39.125,0,0,1,0
FRAG_001470,FRAG_001471,sample_zip_011.zip,sample_zip_011.zip,7,8,1,1,0.931381223477265,0.023956429199695015,0.30453,-0.04141803849533406,0.0034000000000000696,4.309100000000001,14.011400000000322,0.09530000000000882,0.026599999999999957,0.0017000000000000001,0.03489999999999999,0.006099999999999994,0.0,25.0,51.75,81.0625,0,0,0,1
FRAG_000764,FRAG_000765,sample_pdf_024.pdf,sample_pdf_024.pdf,9,10,1,1,0.999776431054032,0.0051900096339024225,0.024419999999999983,0.999761031361424,0.019599999999999618,0.1805000000000092,1.5733999999999924,0.02820000000000178,0.0,0.0,0.0,0.0,0.0,69.0,48.75,25.5625,0,0,1,1
FRAG_000675,FRAG_000676,sample_pdf_020.pdf,sample_pdf_020.pdf,2,3,1,1,0.9998997403922225,0.003364134361169304,0.015119999999999998,0.999892281508226,0.0018000000000002458,0.0788999999999902,2.288000000000011,0.04169999999999874,0.0,0.0,0.0,0.0,0.0,7.0,10.0,26.0,0,0,1,1
FRAG_000117,FRAG_000118,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,5,6,1,1,0.9544750807135403,0.019369814144694315,0.25485,0.12618305468948832,0.0015000000000000568,0.5503000000000213,127.17410000000018,0.859099999999998,0.006099999999999994,0.0024999999999999996,0.0043999999999999595,0.0023999999999999994,0.0,83.0,112.5,109.125,0,0,0,1
FRAG_000442,FRAG_001547,sample_pdf_009.pdf,sample_zip_017.zip,32,3,29,0,0.2664164021618292,0.2229903758012888,1.68655,0.014183739749107867,3.3033,35.57569999999998,4741.0257,45.7018,0.6221,0.0046,0.5039,0.1157,1.0,117.0,67.25,75.75,0,0,0,0
FRAG_000482,FRAG_001378,sample_pdf_011.pdf,sample_zip_001.zip,29,8,21,0,0.27562211275775417,0.21897711547100077,1.66661,0.03950938717912866,3.287,35.034800000000004,4583.9304999999995,44.0161,0.6084,0.0054,0.4895,0.1157,7.0,122.0,96.25,103.375,0,0,0,0
FRAG_001012,FRAG_000951,sample_png_025.png,sample_png_018.png,1,6,5,1,0.9363419904013108,0.023022360869380882,0.29689,-0.044219585157149306,0.014299999999999535,1.3940999999999946,47.45190000000002,0.31920000000000925,0.013000000000000012,0.0020000000000000005,0.0005000000000000004,0.011999999999999997,0.0,108.0,64.5,77.375,0,0,0,0
