fragment_id,fragment_file,source_file,source_category,file_type,extension,offset,size_bytes,is_header,is_footer,fragment_index,total_fragments,sha256
FRAG_000431,FRAG_000431.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,86016,4096,False,False,21,35,e6844b334b0b496bcb2a19eea32a39028524b4048b77b1e05a4e048d2ae23cc8
FRAG_000432,FRAG_000432.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,90112,4096,False,False,22,35,8e35c17609ec392b5ab7bda89b49c50502b8bda1dcad4aca38ad1f274a315bea
FRAG_000433,FRAG_000433.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,94208,4096,False,False,23,35,ca692ed23f988014a120a311c57dba03db327ff84b8a7567bd374e2e88015756
FRAG_000434,FRAG_000434.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,98304,4096,False,False,24,35,63d39a7bcce353ca0001c91e453b158ec2980384e6617701d8b23c193029f69e
FRAG_000435,FRAG_000435.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,102400,4096,False,False,25,35,7a5c51cda66833bde89c0f0c5342da34d37c77118d618358616eb655c5f99521
FRAG_000436,FRAG_000436.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,106496,4096,False,False,26,35,dd84b412b62543fba81611719044aa8863f492b5b7037a5e6f8123facb002dcd
FRAG_000437,FRAG_000437.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,110592,4096,False,False,27,35,70f10a875381c58b8766df57e3919e11d15f945a7e3a10b75204691a6c2af7f0
FRAG_000438,FRAG_000438.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,114688,4096,False,False,28,35,e65597c7a848a540d005b0ea7e9009399e8443888f88af11d6097a9d487bc066
FRAG_000439,FRAG_000439.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,118784,4096,False,False,29,35,e36200ae08461200c63efd17c00a21ef3758034aff792b9de007b15783a47235
FRAG_000440,FRAG_000440.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,122880,4096,False,False,30,35,d61c5705390a52b7c4b0e513a4b890574032e1cd6b75783b20f3fb0e28a08522
FRAG_000441,FRAG_000441.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,126976,4096,False,False,31,35,b97b1730342ad37b5341f5c852cc6a66c4aa3cd2388d512e91495ef09fa9eab5
FRAG_000442,FRAG_000442.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,131072,4096,False,False,32,35,46b8171593650df195a49560adc3b33597df38b973e97e82ef82ca25ed006366
FRAG_000443,FRAG_000443.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,135168,4096,False,False,33,35,0d3233774588335b3798522ec88a0877a13793bfc0023ed5308a01db0c1aa08c
FRAG_000444,FRAG_000444.bin,sample_pdf_009.pdf,pdf,pdf,.pdf,139264,902,False,True,34,35,c4d1d9d5ba0e6ac42b592962c133b73ab57eb659dd9f483960d195675a3d023a
FRAG_000445,FRAG_000445.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,0,4096,True,False,0,8,dd04c40ab2b4b0bb18f40728842f5f644a0dd734035939a3377b7d4bb13ec656
FRAG_000446,FRAG_000446.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,8,e73b1a495c4f96be647fb0424229fb9a82f6731b4dc78d7bc2ef2d19304f2b21
FRAG_000447,FRAG_000447.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,8,b5802150e82c1e79d2c8a224ffb517b570fb6c9f89101ac49963affe37e86ab1
FRAG_000448,FRAG_000448.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,8,3389fffc8154382bd64f77f8514e27febf7d9aea768614695189bb65be7958a7
FRAG_000449,FRAG_000449.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,8,275a6a668be6cc1257823814f7597afc5d4b742eb43acba6eac6821de3015b29
FRAG_000450,FRAG_000450.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,8,2f39aff7cf2687b57b22ffd11938b3f6c058c79f6ab7bd1889be209b836d69ba
FRAG_000451,FRAG_000451.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,8,2e3b0886c3bfef0c9cd5aca41a6f4f275aea4c5b1ad974142644cbe110f322a8
FRAG_000452,FRAG_000452.bin,sample_pdf_010.pdf,pdf,pdf,.pdf,28672,2824,False,True,7,8,9496888f5910882217cb8d2d32e0283eae8e7c2e046c9957b34c8071095b6585
FRAG_000453,FRAG_000453.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,0,4096,True,False,0,30,5db6d5ae1a65e19b63b3ffca27653d1f6435cea5f2a0542ea33490f9394b26d8
FRAG_000454,FRAG_000454.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,30,32f027666cd36e7e6a45406cd3ea43e7bb247192e41ece482a380469de11e0e1
FRAG_000455,FRAG_000455.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,30,b2167826bb3b2496b7bc319a2f6b22040f987aa28f4c9ade9802b53b4fe8e1ba
FRAG_000456,FRAG_000456.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,30,bb4b7fac1ae1bf73531b054269065885c113d4da5489b3129ca7e9b714155204
FRAG_000457,FRAG_000457.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,30,bee14df731ad90a63aef65a5367d9db94d24c75c4c8bbde75dbd30397baa673a
FRAG_000458,FRAG_000458.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,30,855c0cd63103970b9c39457ec6994328a4cefa8fcc9bf82021f6584a3023719f
FRAG_000459,FRAG_000459.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,30,4fb112414da400ea47ac955923ea74b6afd6b113732a672bfc71b84f58102d1f
FRAG_000460,FRAG_000460.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,28672,4096,False,False,7,30,0ec3394cd7804bcf55e51a755dd329d1d4012b1bab040646b5625f126550fb51
FRAG_000461,FRAG_000461.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,32768,4096,False,False,8,30,fcb1031f04773800b38d3bd1d974419c14d6a720367a91d784e1d1de89144442
FRAG_000462,FRAG_000462.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,36864,4096,False,False,9,30,082e8b456456b34e0f9354859bde65f5226eaaa6fd352362dbef06ddbcfb7ebc
FRAG_000463,FRAG_000463.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,40960,4096,False,False,10,30,5264691aa25b096fef74e4047ea9cbd9bd5c600c3a20ad7395fa59c7a7110439
FRAG_000464,FRAG_000464.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,45056,4096,False,False,11,30,b38f7372241c9d21f4b3c9558bb880d65a80167fb9a1e04094a11ccb2172a0f1
FRAG_000465,FRAG_000465.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,49152,4096,False,False,12,30,1ef43d360eebd8b274fd5f5ecfc9fa00f662fef6de8d21594c776a1e12096c01
FRAG_000466,FRAG_000466.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,53248,4096,False,False,13,30,502e01101ee9c45d3e172afc3a422fa17a8f15bd820060f1f98e4991a1011815
FRAG_000467,FRAG_000467.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,57344,4096,False,False,14,30,5bd2cd664e6c3b173481c124ea86dc12b8efa2fc8a51174efe29082fe4a51f41
FRAG_000468,FRAG_000468.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,61440,4096,False,False,15,30,57f885d3e7676afb0157a0bcf95854753ac3fb02a2d95a106b7de9c93a5a071a
FRAG_000469,FRAG_000469.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,65536,4096,False,False,16,30,4cf5942136b4351a6c00fa1a833c513455b385bc8beaef21333671d60b3f437a
FRAG_000470,FRAG_000470.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,69632,4096,False,False,17,30,cc91439928231fcd15455a0324f7ec834a50e9e4f74d1d131dae2cba9226a855
FRAG_000471,FRAG_000471.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,73728,4096,False,False,18,30,8a065be57fc665e35a1f6c0c01f1c75f4a9d760e9e4783a8b42356f45b74cd52
FRAG_000472,FRAG_000472.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,77824,4096,False,False,19,30,35673085fcdabd06d4930e92b4712301e7c225b1a1c81aae8b8b2b24c9e16fa5
FRAG_000473,FRAG_000473.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,81920,4096,False,False,20,30,5bf8d84740fc9bd50f07ee602e666ecc46af97438e9ed2a5522e5b8905ab81b8
FRAG_000474,FRAG_000474.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,86016,4096,False,False,21,30,47e0d0fff2bab7adc7976cdf032275c9a5b608fc9ca717f5b9326065b061c9e3
FRAG_000475,FRAG_000475.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,90112,4096,False,False,22,30,7eb67ff5bf28bc0a8676793c0b0b01ca0ba0c121a7f6fdd8ca55632bbb29f62b
FRAG_000476,FRAG_000476.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,94208,4096,False,False,23,30,3f5aac15457642cfbcfc31de8abf388c8901fb19677649044b9746b51199a376
FRAG_000477,FRAG_000477.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,98304,4096,False,False,24,30,020b0c1bd8cce37d11584c93ec57c8f1f8735ea53f78e41092fa666d32725a33
FRAG_000478,FRAG_000478.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,102400,4096,False,False,25,30,77a386d633b04a47097848b5667c78222022d5a2b00ecdc87c3f33b757572cdb
FRAG_000479,FRAG_000479.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,106496,4096,False,False,26,30,2c120efc82efc050b5b0a6a9f63fad3075ea6e83bad6e23194d25f556fcd1e5c
FRAG_000480,FRAG_000480.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,110592,4096,False,False,27,30,b76482b198463778cc5cbe71277bb9d0ca255da25dd9cabbd1156aede728678d
FRAG_000481,FRAG_000481.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,114688,4096,False,False,28,30,24f0f81ab375b0ad715b74518b7095bcddc8d9bbdb30e3eb2b20a8037f26bf9c
FRAG_000482,FRAG_000482.bin,sample_pdf_011.pdf,pdf,pdf,.pdf,118784,3821,False,True,29,30,9ec5221718eb4d4ee9cd8c201730f43e5946678a83ee8f45d7fdf8cebb60adb6
FRAG_000483,FRAG_000483.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,0,4096,True,False,0,35,b9071c7e5e84e2d14377a2dc82aae68dc1055838eb117bbb326a86394c8089c7
FRAG_000484,FRAG_000484.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,35,211b5018de9bd20a41dc68257058db3ecc1e4df611080f2c18aaab596f344a57
FRAG_000485,FRAG_000485.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,35,72819d633f2fa33ba24bf609a4c345f146823217b0be096fca358bac6105f3ca
FRAG_000486,FRAG_000486.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,35,4dfc3c40d8232a5dbf249b1668413276cdce22ed81c26324f698a00616e72459
FRAG_000487,FRAG_000487.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,35,319d29c606dba4ef7af7b9159a6c4c81fa9ba8d19dc281f0fd09d8992c3abdc4
FRAG_000488,FRAG_000488.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,35,59630d9f45c63c403be0970304292784d4f24d9d0beec2e2783ede368cb43537
FRAG_000489,FRAG_000489.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,35,e22e332163dc2de9137ad774ce68249e9a3d6373da504c25ab8a704327ef4b55
FRAG_000490,FRAG_000490.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,28672,4096,False,False,7,35,631a39a9073272348e08ac9641e22d29af80bacc490e9a39a75028278f8dd6bd
FRAG_000491,FRAG_000491.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,32768,4096,False,False,8,35,0718229c690a4ca7734d0f9317a49942800b3b02f40546d836f96a6a519bd1bc
FRAG_000492,FRAG_000492.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,36864,4096,False,False,9,35,ac01e2b553319e4b88bed114ac41954c32fe916212b494f667fd32bdfb76d106
FRAG_000493,FRAG_000493.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,40960,4096,False,False,10,35,3477e3cf15c17cdd3ce46b5ed56a9637ec3c5319abf816453c8925daef6622dd
FRAG_000494,FRAG_000494.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,45056,4096,False,False,11,35,a6f415f5eede0cac2b62a3734719a146f189ebe92892d1a71979b022e244cb8c
FRAG_000495,FRAG_000495.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,49152,4096,False,False,12,35,1a26ee246f02727f4a5e8326de0edfe06de6b66f7da63b585eb18ebacd8c9e67
FRAG_000496,FRAG_000496.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,53248,4096,False,False,13,35,e1e12b2b8ded6b4b5370859a6c2b00ced7ab4f8b97f6dbed4d1a6d93de321264
FRAG_000497,FRAG_000497.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,57344,4096,False,False,14,35,a77555613ec17d375c500218e391ff38659aac9afb37f01a10d8718567bb654f
FRAG_000498,FRAG_000498.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,61440,4096,False,False,15,35,10f90465b64c9e9e0189e775712ff617f96b3ca1afd1644e450109813d30e0e4
FRAG_000499,FRAG_000499.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,65536,4096,False,False,16,35,b6290b28f9750a3d6009aeb015c8861c3386dfe30e504bcdfe7debd8b201f346
FRAG_000500,FRAG_000500.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,69632,4096,False,False,17,35,2a6c0769eb89014b2c39fe5d6b3657f11e19205768dd1fb28cacd0b94fbc66b8
FRAG_000501,FRAG_000501.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,73728,4096,False,False,18,35,8f5185fc9ae409ac1d488bf071d5ed8a585219a6e6e853c12b51740613d3bd41
FRAG_000502,FRAG_000502.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,77824,4096,False,False,19,35,c2fe672dea8f00c0481a591c17a1fd6ececf6d2908661fe18fff6382b12f8428
FRAG_000503,FRAG_000503.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,81920,4096,False,False,20,35,11c0116e0876e3c9c7616a7b89303c5cfbeb09d50beda5c1875de1f6760379b7
FRAG_000504,FRAG_000504.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,86016,4096,False,False,21,35,4da6933babd3566ffa6550613b5f2b2fca0e0c76ab368f2fe9d015ef3cdc4299
FRAG_000505,FRAG_000505.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,90112,4096,False,False,22,35,5c1f06066163890a59b1669eca2513f40b2d063a63a9d1e4c928d11b4e6cf9d4
FRAG_000506,FRAG_000506.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,94208,4096,False,False,23,35,4f56ae10aee6fa967b69e81e2eef4b666d00a1483148d06efeffe00e3ea9d29c
FRAG_000507,FRAG_000507.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,98304,4096,False,False,24,35,a2c0453500a82acece440b99de297ac45407c980df9df94ac6efdd7d530521ca
FRAG_000508,FRAG_000508.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,102400,4096,False,False,25,35,86d4670b0681b1d3319fdd0a21dd6b35d52be32ba5a83b6e3dc7f97cfc961259
FRAG_000509,FRAG_000509.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,106496,4096,False,False,26,35,e50bc310420ff511ee2ab5cda31e36cb3a564a99f4cc7d3fdc435d3e6b46469b
FRAG_000510,FRAG_000510.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,110592,4096,False,False,27,35,ec6bec65e2fc6c4adbb461c9f32b3841d8b47a562ec2564a58c83a12dc04afe8
FRAG_000511,FRAG_000511.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,114688,4096,False,False,28,35,d527ca3d81de765390cf9f4957e842af7c29adeca4bc2bcdedf766408d6df049
FRAG_000512,FRAG_000512.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,118784,4096,False,False,29,35,5c5b2cf93d78687877107a77d46ae74e7087290144230776b69024b922326a1d
FRAG_000513,FRAG_000513.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,122880,4096,False,False,30,35,432202069eba92ff2f1f2374c7c0e77fdd35e6e206adcc52edee4d34e9351d57
FRAG_000514,FRAG_000514.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,126976,4096,False,False,31,35,a4811bf47c6e0fefef46542b63cf8a47159e201e4c5868a0e5a62941c22a460d
FRAG_000515,FRAG_000515.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,131072,4096,False,False,32,35,9f2da207b43f525568e546e2643ef11357674f60939c3042c42f3110d8d1fd48
FRAG_000516,FRAG_000516.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,135168,4096,False,False,33,35,a508ffda0e326319de4ad19ed41fa3621fa58e468bb4049ac2e42b9e38054610
FRAG_000517,FRAG_000517.bin,sample_pdf_012.pdf,pdf,pdf,.pdf,139264,4070,False,True,34,35,1b98c4c255615738b8910f675423c16477a11d668fd979c4090e7d4faa41a954
FRAG_000518,FRAG_000518.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,0,4096,True,False,0,9,8836640831e7e64160c5038772e365d2e23a25ecfba740f6f69dc00c1aa6da5d
FRAG_000519,FRAG_000519.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,9,6675c2ca69964948aa1064ba9c9b00939971a85b79cea8d26c564df3458bab65
FRAG_000520,FRAG_000520.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,9,0c6ceaa96ee973f10f9f4bcb02985edcb7d578f60538e98374755fa3e8fb1658
FRAG_000521,FRAG_000521.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,9,b9065c2ea4733b7e13b9e4902d44bb8ee5f12bbb49b580d7b93e3987d234b0be
FRAG_000522,FRAG_000522.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,9,382137766c67cdfaa63f3b72f90d57b731175bd3a3f15674af3d463bc6e31df8
FRAG_000523,FRAG_000523.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,9,38b2b9e50c0840753072ac8dfe8b73200234cc42e2b9440054142d4c87b2fe44
FRAG_000524,FRAG_000524.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,9,ecce692ee6f24ae5ec9ad521a5fb78bd5989435e16d77ad564b8b920b76fe966
FRAG_000525,FRAG_000525.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,28672,4096,False,False,7,9,03a7882230af9493ce5701d3b5bca81c702de7a0f3ef92f474ce84a6e0927678
FRAG_000526,FRAG_000526.bin,sample_pdf_013.pdf,pdf,pdf,.pdf,32768,1138,False,True,8,9,7bd73c1d05a3f34ac70b315496bd93bc3da319f65622b0780409359f9461fb6a
FRAG_000527,FRAG_000527.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,0,4096,True,False,0,22,7e0e07a59a4f48351f817531f9e5ded11e1a89e9bec6e42aa8f6a4244a2a3a59
FRAG_000528,FRAG_000528.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,22,dc2045a9d8a91ea1c7092cfa97308eb5e8fdfc01359e97593cebc0daadad4f9e
FRAG_000529,FRAG_000529.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,22,7bd18d82a083d06c0cb4d316cdea20873081c2027cc0309072f131eca04135ab
FRAG_000530,FRAG_000530.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,22,e2504edb25404479b985c2126d8caa651b210c7e85a8344ec581ad3372b2c8a0
FRAG_000531,FRAG_000531.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,22,59123f814532bad12c2a5c0d2a40c508f4d840df6dc3f829ad61b64a7b34de8d
FRAG_000532,FRAG_000532.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,22,a144c4d9747602d8a24a02fe32acebe3be8a95ca78b6ea49cb32b8ab3dd20339
FRAG_000533,FRAG_000533.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,22,cd842704c4d5dacc7352d297c3b681965ada29148bf5a7d00431f8acd778e88e
FRAG_000534,FRAG_000534.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,28672,4096,False,False,7,22,a2ff787df6b5b853ea581c694a9f9efaad92e56d827e3d81af6c1f672dde8eba
FRAG_000535,FRAG_000535.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,32768,4096,False,False,8,22,b4b7034e7674e47f5dc6abd9369f04645c57029ac2fc4c1eddd6cdbe1aac2df9
FRAG_000536,FRAG_000536.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,36864,4096,False,False,9,22,c6a6f36f437a4971ed25ca81feba6ae7800fd2fec03acd5c04c0cb62be9025f1
FRAG_000537,FRAG_000537.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,40960,4096,False,False,10,22,af0ff47714c565724b24e9ccd9be01075ef4d3964aa3a5e4c138399fdc15af1d
FRAG_000538,FRAG_000538.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,45056,4096,False,False,11,22,92c877ba9f3552ac94d6c851e7f7ab4eb4c741381f40c2840a112a4ae969603b
FRAG_000539,FRAG_000539.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,49152,4096,False,False,12,22,ee1b552656468ddc27d21d37de1c8dc3188dc7030a71b2b6eec60655c3d41810
FRAG_000540,FRAG_000540.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,53248,4096,False,False,13,22,95854fa4dd0a057b645f7d9ae7d6b026bcf7ad4405ab673cc206835f0af980c7
FRAG_000541,FRAG_000541.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,57344,4096,False,False,14,22,b88a201d199d3e84d5b46d8fef8dc6f2f1cd1794f59e1d7c5b010da5068e7274
FRAG_000542,FRAG_000542.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,61440,4096,False,False,15,22,889df6d201ce8b9ee65c0d264778e801c1047d1514f3da01de83f796596cabe0
FRAG_000543,FRAG_000543.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,65536,4096,False,False,16,22,2bc9ff64ecf68bd2be6f63356f52cc65f13dfb9b12673f9f1c39f79f08f21a89
FRAG_000544,FRAG_000544.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,69632,4096,False,False,17,22,292f62321e210298a338421fced49a886120e8f9f13e3dd8dd04ce3fbebfbd8f
FRAG_000545,FRAG_000545.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,73728,4096,False,False,18,22,3093160f097261f513744f9fa286db409d91c6f4e54a7a673a7b71264ed8a6c2
FRAG_000546,FRAG_000546.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,77824,4096,False,False,19,22,6b0583aeb8448ca7b9662f6f190b64f5e1a9ca1c93419b965f13775cc632f1a7
FRAG_000547,FRAG_000547.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,81920,4096,False,False,20,22,ff879ee590aa05b45d00e374cde07b1424fb7fe935844aa1fe5c7fd90851d691
FRAG_000548,FRAG_000548.bin,sample_pdf_014.pdf,pdf,pdf,.pdf,86016,3304,False,True,21,22,716ba8eed08ee503586418f78996b7e676462258f01b0e3b47effceadf69b225
FRAG_000549,FRAG_000549.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,0,4096,True,False,0,12,94ca31257f4c44e0391a7cb3f93a6365eb2a4c4a096cc020c83902e1f54dcbab
FRAG_000550,FRAG_000550.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,12,45178a347e6debfba5ad9310dc34e143f412ed81df59dc70199012d46b38822a
FRAG_000551,FRAG_000551.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,12,e9e44a6235d321f964bcb9c9a580a8c2fd03c5ef64c6ec4de794cc4696a995dd
FRAG_000552,FRAG_000552.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,12,97f44d3f20b249ec4636dea4e3ede6f50053fda207dacf0c09a5d3313fa7913f
FRAG_000553,FRAG_000553.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,12,3309bf1ade520ac0a3d918c85ab7ea47c41337d94a1c001f7da1135832d5f443
FRAG_000554,FRAG_000554.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,12,867d5e164c5697a8fca6c66f4d523ff11bd58bd20f56393233233dc964b658b3
FRAG_000555,FRAG_000555.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,12,10155b3212d9fa0f687e743d45036950912803d5190c777c2034133eaed1da5b
FRAG_000556,FRAG_000556.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,28672,4096,False,False,7,12,8704d89398fd5db476844863abd636d6a050a622d0344b13043e578a6450fad9
FRAG_000557,FRAG_000557.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,32768,4096,False,False,8,12,1735ae4ea5938b430e50dc4f4b16f7d1b6213ef15de159adadab3c06ef6bde0c
FRAG_000558,FRAG_000558.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,36864,4096,False,False,9,12,4ab45e57d6147eb2fc3ae48814a870c6227dbd276319549bd716c9484598c691
FRAG_000559,FRAG_000559.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,40960,4096,False,False,10,12,421f422dc4b8e18e0132f5adb99ba98d1371f060aacf7ecf43f0d7b40ca6917f
FRAG_000560,FRAG_000560.bin,sample_pdf_015.pdf,pdf,pdf,.pdf,45056,1431,False,True,11,12,9b68efcd237bb8b10bde0e81f920924dfc4458aa77d11a5eca3545698178d853
FRAG_000561,FRAG_000561.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,0,4096,True,False,0,22,554f55b8f350cc77157fb2cd31781e0e89cbfa3805806ff97941894725a4ec51
FRAG_000562,FRAG_000562.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,4096,4096,False,False,1,22,e914cdec76fe92dd2024fc71efa114c99506a37f9714e3f802cc457359ca5f89
FRAG_000563,FRAG_000563.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,8192,4096,False,False,2,22,de3fde06536c998c2cc99eb5a03745d417034cd4dabdeee21ee8153abb1621d7
FRAG_000564,FRAG_000564.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,12288,4096,False,False,3,22,648853791b6aa013f6ac0ff3bf8f66b2eea516cd274a664ab29d8bff546b6f87
FRAG_000565,FRAG_000565.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,16384,4096,False,False,4,22,56842aafa28422ec444dd80d80c9d6a06d959e0824ef56d3ba814458e9782d64
FRAG_000566,FRAG_000566.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,20480,4096,False,False,5,22,7e99d2878b1c27cb5635786f4a9152b5a4ec0f648daac68ab5ca60520907f4a2
FRAG_000567,FRAG_000567.bin,sample_pdf_016.pdf,pdf,pdf,.pdf,24576,4096,False,False,6,22,e534bd189a0ff7ff680978a2c09462b01289d4d28383276bd61a113c828a058f
