pair_id,frag_a_id,frag_b_id,frag_a_file,frag_b_file,source_a,source_b,type_a,type_b,index_a,index_b,is_header_a,is_footer_b,label,pair_type
PAIR_NEG_001453,FRAG_001325,FRAG_001384,FRAG_001325.bin,FRAG_001384.bin,sample_text_022.log,sample_zip_002.zip,text,zip,0,4,1,1,0,negative_diff_type
PAIR_POS_001352,FRAG_001461,FRAG_001462,FRAG_001461.bin,FRAG_001462.bin,sample_zip_010.zip,sample_zip_010.zip,zip,zip,6,7,0,1,1,consecutive_neighbor
PAIR_POS_000436,FRAG_000471,FRAG_000472,FRAG_000471.bin,FRAG_000472.bin,sample_pdf_011.pdf,sample_pdf_011.pdf,pdf,pdf,18,19,0,0,1,consecutive_neighbor
PAIR_NEG_001420,FRAG_000097,FRAG_001475,FRAG_000097.bin,FRAG_001475.bin,sample_jpeg_011.jpeg,sample_zip_011.zip,jpeg,zip,5,12,0,0,0,negative_diff_type
PAIR_NEG_000430,FRAG_000561,FRAG_000376,FRAG_000561.bin,FRAG_000376.bin,sample_pdf_016.pdf,sample_pdf_007.pdf,pdf,pdf,0,6,1,0,0,negative_same_type
PAIR_POS_000215,FRAG_000240,FRAG_000241,FRAG_000240.bin,FRAG_000241.bin,sample_pdf_001.pdf,sample_pdf_001.pdf,pdf,pdf,15,16,0,0,1,consecutive_neighbor
PAIR_NEG_001233,FRAG_001364,FRAG_000134,FRAG_001364.bin,FRAG_000134.bin,sample_text_025.log,sample_jpeg_015.jpeg,text,jpeg,6,9,0,0,0,negative_diff_type
PAIR_POS_000315,FRAG_000344,FRAG_000345,FRAG_000344.bin,FRAG_000345.bin,sample_pdf_005.pdf,sample_pdf_005.pdf,pdf,pdf,30,31,0,0,1,consecutive_neighbor
PAIR_NEG_001147,FRAG_000658,FRAG_000021,FRAG_000658.bin,FRAG_000021.bin,sample_pdf_019.pdf,sample_jpeg_002.jpeg,pdf,jpeg,25,7,0,0,0,negative_diff_type
PAIR_POS_001207,FRAG_001300,FRAG_001301,FRAG_001300.bin,FRAG_001301.bin,sample_text_019.txt,sample_text_019.txt,text,text,13,14,0,1,1,consecutive_neighbor
PAIR_POS_000132,FRAG_000148,FRAG_000149,FRAG_000148.bin,FRAG_000149.bin,sample_jpeg_017.jpg,sample_jpeg_017.jpg,jpeg,jpeg,0,1,1,0,1,consecutive_neighbor
PAIR_POS_000881,FRAG_000948,FRAG_000949,FRAG_000948.bin,FRAG_000949.bin,sample_png_018.png,sample_png_018.png,png,png,3,4,0,0,1,consecutive_neighbor
PAIR_POS_000122,FRAG_000136,FRAG_000137,FRAG_000136.bin,FRAG_000137.bin,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,jpeg,jpeg,11,12,0,0,1,consecutive_neighbor
PAIR_NEG_000601,FRAG_000198,FRAG_000149,FRAG_000198.bin,FRAG_000149.bin,sample_jpeg_022.jpg,sample_jpeg_017.jpg,jpeg,jpeg,5,1,0,0,0,negative_same_type
PAIR_NEG_000841,FRAG_000784,FRAG_001620,FRAG_000784.bin,FRAG_001620.bin,sample_pdf_025.pdf,sample_zip_024.zip,pdf,zip,16,3,0,0,0,negative_diff_type
PAIR_POS_001493,FRAG_001615,FRAG_001616,FRAG_001615.bin,FRAG_001616.bin,sample_zip_023.zip,sample_zip_023.zip,zip,zip,5,6,0,1,1,consecutive_neighbor
PAIR_POS_001161,FRAG_001251,FRAG_001252,FRAG_001251.bin,FRAG_001252.bin,sample_text_016.json,sample_text_016.json,text,text,13,14,0,0,1,consecutive_neighbor
PAIR_NEG_000237,FRAG_000329,FRAG_000533,FRAG_000329.bin,FRAG_000533.bin,sample_pdf_005.pdf,sample_pdf_014.pdf,pdf,pdf,15,6,0,0,0,negative_same_type
PAIR_NEG_000540,FRAG_001446,FRAG_001540,FRAG_001446.bin,FRAG_001540.bin,sample_zip_009.zip,sample_zip_016.zip,zip,zip,2,10,0,0,0,negative_same_type
PAIR_POS_000908,FRAG_000978,FRAG_000979,FRAG_000978.bin,FRAG_000979.bin,sample_png_021.png,sample_png_021.png,png,png,4,5,0,0,1,consecutive_neighbor
PAIR_POS_001413,FRAG_001527,FRAG_001528,FRAG_001527.bin,FRAG_001528.bin,sample_zip_015.zip,sample_zip_015.zip,zip,zip,7,8,0,0,1,consecutive_neighbor
PAIR_NEG_001094,FRAG_000263,FRAG_001071,FRAG_000263.bin,FRAG_001071.bin,sample_pdf_002.pdf,sample_text_004.json,pdf,text,4,4,0,0,0,negative_diff_type
PAIR_NEG_001193,FRAG_000980,FRAG_000251,FRAG_000980.bin,FRAG_000251.bin,sample_png_021.png,sample_pdf_001.pdf,png,pdf,6,26,0,0,0,negative_diff_type
PAIR_NEG_000558,FRAG_000106,FRAG_000094,FRAG_000106.bin,FRAG_000094.bin,sample_jpeg_012.jpg,sample_jpeg_011.jpeg,jpeg,jpeg,7,2,0,0,0,negative_same_type
PAIR_POS_000492,FRAG_000530,FRAG_000531,FRAG_000530.bin,FRAG_000531.bin,sample_pdf_014.pdf,sample_pdf_014.pdf,pdf,pdf,3,4,0,0,1,consecutive_neighbor
PAIR_NEG_001431,FRAG_000100,FRAG_000230,FRAG_000100.bin,FRAG_000230.bin,sample_jpeg_012.jpg,sample_pdf_001.pdf,jpeg,pdf,1,5,0,0,0,negative_diff_type
PAIR_NEG_001218,FRAG_000577,FRAG_001529,FRAG_000577.bin,FRAG_001529.bin,sample_pdf_016.pdf,sample_zip_015.zip,pdf,zip,16,9,0,1,0,negative_diff_type
PAIR_POS_000898,FRAG_000966,FRAG_000967,FRAG_000966.bin,FRAG_000967.bin,sample_png_019.png,sample_png_019.png,png,png,9,10,0,0,1,consecutive_neighbor
PAIR_NEG_000856,FRAG_001307,FRAG_001613,FRAG_001307.bin,FRAG_001613.bin,sample_text_020.txt,sample_zip_023.zip,text,zip,5,3,0,0,0,negative_diff_type
PAIR_NEG_000952,FRAG_001242,FRAG_000329,FRAG_001242.bin,FRAG_000329.bin,sample_text_016.json,sample_pdf_005.pdf,text,pdf,4,15,0,0,0,negative_diff_type
PAIR_NEG_001470,FRAG_001301,FRAG_001386,FRAG_001301.bin,FRAG_001386.bin,sample_text_019.txt,sample_zip_003.zip,text,zip,14,1,0,0,0,negative_diff_type
PAIR_POS_001502,FRAG_001626,FRAG_001627,FRAG_001626.bin,FRAG_001627.bin,sample_zip_025.zip,sample_zip_025.zip,zip,zip,3,4,0,0,1,consecutive_neighbor
PAIR_POS_001286,FRAG_001388,FRAG_001389,FRAG_001388.bin,FRAG_001389.bin,sample_zip_003.zip,sample_zip_003.zip,zip,zip,3,4,0,0,1,consecutive_neighbor
PAIR_POS_000545,FRAG_000586,FRAG_000587,FRAG_000586.bin,FRAG_000587.bin,sample_pdf_017.pdf,sample_pdf_017.pdf,pdf,pdf,3,4,0,0,1,consecutive_neighbor
PAIR_NEG_000739,FRAG_000725,FRAG_000549,FRAG_000725.bin,FRAG_000549.bin,sample_pdf_022.pdf,sample_pdf_015.pdf,pdf,pdf,5,0,0,0,0,negative_same_type
PAIR_POS_000629,FRAG_000673,FRAG_000674,FRAG_000673.bin,FRAG_000674.bin,sample_pdf_020.pdf,sample_pdf_020.pdf,pdf,pdf,0,1,1,0,1,consecutive_neighbor
PAIR_POS_000790,FRAG_000846,FRAG_000847,FRAG_000846.bin,FRAG_000847.bin,sample_png_007.png,sample_png_007.png,png,png,0,1,1,0,1,consecutive_neighbor
PAIR_POS_000193,FRAG_000217,FRAG_000218,FRAG_000217.bin,FRAG_000218.bin,sample_jpeg_025.jpg,sample_jpeg_025.jpg,jpeg,jpeg,3,4,0,0,1,consecutive_neighbor
PAIR_POS_000227,FRAG_000252,FRAG_000253,FRAG_000252.bin,FRAG_000253.bin,sample_pdf_001.pdf,sample_pdf_001.pdf,pdf,pdf,27,28,0,0,1,consecutive_neighbor
PAIR_POS_001508,FRAG_001632,FRAG_001633,FRAG_001632.bin,FRAG_001633.bin,sample_zip_025.zip,sample_zip_025.zip,zip,zip,9,10,0,0,1,consecutive_neighbor
PAIR_POS_000159,FRAG_000177,FRAG_000178,FRAG_000177.bin,FRAG_000178.bin,sample_jpeg_019.jpg,sample_jpeg_019.jpg,jpeg,jpeg,7,8,0,0,1,consecutive_neighbor
PAIR_NEG_001260,FRAG_000799,FRAG_001484,FRAG_000799.bin,FRAG_001484.bin,sample_png_001.png,sample_zip_012.zip,png,zip,3,2,0,0,0,negative_diff_type
PAIR_POS_000105,FRAG_000117,FRAG_000118,FRAG_000117.bin,FRAG_000118.bin,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,jpeg,jpeg,5,6,0,0,1,consecutive_neighbor
PAIR_NEG_000274,FRAG_000142,FRAG_000075,FRAG_000142.bin,FRAG_000075.bin,sample_jpeg_016.jpeg,sample_jpeg_009.jpeg,jpeg,jpeg,2,5,0,0,0,negative_same_type
PAIR_NEG_001410,FRAG_001417,FRAG_000124,FRAG_001417.bin,FRAG_000124.bin,sample_zip_006.zip,sample_jpeg_014.jpeg,zip,jpeg,7,3,0,1,0,negative_diff_type
PAIR_NEG_001101,FRAG_001197,FRAG_000078,FRAG_001197.bin,FRAG_000078.bin,sample_text_014.txt,sample_jpeg_010.jpg,text,jpeg,0,0,1,0,0,negative_diff_type
PAIR_POS_000497,FRAG_000535,FRAG_000536,FRAG_000535.bin,FRAG_000536.bin,sample_pdf_014.pdf,sample_pdf_014.pdf,pdf,pdf,8,9,0,0,1,consecutive_neighbor
PAIR_NEG_001156,FRAG_001580,FRAG_000863,FRAG_001580.bin,FRAG_000863.bin,sample_zip_020.zip,sample_png_008.png,zip,png,4,8,0,0,0,negative_diff_type
PAIR_NEG_001195,FRAG_001043,FRAG_001467,FRAG_001043.bin,FRAG_001467.bin,sample_text_002.txt,sample_zip_011.zip,text,zip,0,4,1,0,0,negative_diff_type
PAIR_POS_001440,FRAG_001556,FRAG_001557,FRAG_001556.bin,FRAG_001557.bin,sample_zip_017.zip,sample_zip_017.zip,zip,zip,12,13,0,1,1,consecutive_neighbor
PAIR_POS_001420,FRAG_001535,FRAG_001536,FRAG_001535.bin,FRAG_001536.bin,sample_zip_016.zip,sample_zip_016.zip,zip,zip,5,6,0,0,1,consecutive_neighbor
PAIR_NEG_000560,FRAG_001144,FRAG_001298,FRAG_001144.bin,FRAG_001298.bin,sample_text_010.log,sample_text_019.txt,text,text,5,11,0,0,0,negative_same_type
PAIR_NEG_000262,FRAG_001558,FRAG_001612,FRAG_001558.bin,FRAG_001612.bin,sample_zip_018.zip,sample_zip_023.zip,zip,zip,0,2,1,0,0,negative_same_type
PAIR_NEG_000366,FRAG_000114,FRAG_000043,FRAG_000114.bin,FRAG_000043.bin,sample_jpeg_013.jpeg,sample_jpeg_005.jpg,jpeg,jpeg,2,1,0,0,0,negative_same_type
PAIR_POS_001389,FRAG_001501,FRAG_001502,FRAG_001501.bin,FRAG_001502.bin,sample_zip_013.zip,sample_zip_013.zip,zip,zip,11,12,0,1,1,consecutive_neighbor
PAIR_NEG_000018,FRAG_001555,FRAG_001468,FRAG_001555.bin,FRAG_001468.bin,sample_zip_017.zip,sample_zip_011.zip,zip,zip,11,5,0,0,0,negative_same_type
PAIR_NEG_001160,FRAG_000808,FRAG_000711,FRAG_000808.bin,FRAG_000711.bin,sample_png_002.png,sample_pdf_021.pdf,png,pdf,5,3,0,0,0,negative_diff_type
PAIR_POS_000372,FRAG_000404,FRAG_000405,FRAG_000404.bin,FRAG_000405.bin,sample_pdf_008.pdf,sample_pdf_008.pdf,pdf,pdf,14,15,0,0,1,consecutive_neighbor
PAIR_NEG_000466,FRAG_001529,FRAG_001550,FRAG_001529.bin,FRAG_001550.bin,sample_zip_015.zip,sample_zip_017.zip,zip,zip,9,6,0,0,0,negative_same_type
PAIR_POS_001001,FRAG_001079,FRAG_001080,FRAG_001079.bin,FRAG_001080.bin,sample_text_004.json,sample_text_004.json,text,text,12,13,0,0,1,consecutive_neighbor
PAIR_NEG_000668,FRAG_000021,FRAG_000012,FRAG_000021.bin,FRAG_000012.bin,sample_jpeg_002.jpeg,sample_jpeg_001.jpeg,jpeg,jpeg,7,11,0,0,0,negative_same_type
PAIR_POS_001495,FRAG_001618,FRAG_001619,FRAG_001618.bin,FRAG_001619.bin,sample_zip_024.zip,sample_zip_024.zip,zip,zip,1,2,0,0,1,consecutive_neighbor
PAIR_POS_000702,FRAG_000749,FRAG_000750,FRAG_000749.bin,FRAG_000750.bin,sample_pdf_023.pdf,sample_pdf_023.pdf,pdf,pdf,7,8,0,0,1,consecutive_neighbor
PAIR_NEG_000405,FRAG_000968,FRAG_000987,FRAG_000968.bin,FRAG_000987.bin,sample_png_019.png,sample_png_021.png,png,png,11,13,0,1,0,negative_same_type
PAIR_POS_000331,FRAG_000361,FRAG_000362,FRAG_000361.bin,FRAG_000362.bin,sample_pdf_006.pdf,sample_pdf_006.pdf,pdf,pdf,13,14,0,0,1,consecutive_neighbor
PAIR_NEG_001368,FRAG_000512,FRAG_000220,FRAG_000512.bin,FRAG_000220.bin,sample_pdf_012.pdf,sample_jpeg_025.jpg,pdf,jpeg,29,6,0,0,0,negative_diff_type
PAIR_NEG_000822,FRAG_000880,FRAG_000305,FRAG_000880.bin,FRAG_000305.bin,sample_png_009.png,sample_pdf_003.pdf,png,pdf,11,25,0,1,0,negative_diff_type
PAIR_POS_000763,FRAG_000816,FRAG_000817,FRAG_000816.bin,FRAG_000817.bin,sample_png_004.png,sample_png_004.png,png,png,1,2,0,0,1,consecutive_neighbor
PAIR_POS_000097,FRAG_000108,FRAG_000109,FRAG_000108.bin,FRAG_000109.bin,sample_jpeg_012.jpg,sample_jpeg_012.jpg,jpeg,jpeg,9,10,0,0,1,consecutive_neighbor
PAIR_POS_000188,FRAG_000211,FRAG_000212,FRAG_000211.bin,FRAG_000212.bin,sample_jpeg_024.jpeg,sample_jpeg_024.jpeg,jpeg,jpeg,6,7,0,0,1,consecutive_neighbor
PAIR_POS_000756,FRAG_000807,FRAG_000808,FRAG_000807.bin,FRAG_000808.bin,sample_png_002.png,sample_png_002.png,png,png,4,5,0,1,1,consecutive_neighbor
PAIR_POS_000199,FRAG_000223,FRAG_000224,FRAG_000223.bin,FRAG_000224.bin,sample_jpeg_025.jpg,sample_jpeg_025.jpg,jpeg,jpeg,9,10,0,1,1,consecutive_neighbor
PAIR_NEG_000117,FRAG_000063,FRAG_000095,FRAG_000063.bin,FRAG_000095.bin,sample_jpeg_008.jpeg,sample_jpeg_011.jpeg,jpeg,jpeg,4,3,0,0,0,negative_same_type
PAIR_NEG_000953,FRAG_000258,FRAG_000911,FRAG_000258.bin,FRAG_000911.bin,sample_pdf_001.pdf,sample_png_014.png,pdf,png,33,0,0,0,0,negative_diff_type
PAIR_POS_000811,FRAG_000869,FRAG_000870,FRAG_000869.bin,FRAG_000870.bin,sample_png_009.png,sample_png_009.png,png,png,0,1,1,0,1,consecutive_neighbor
PAIR_POS_001000,FRAG_001078,FRAG_001079,FRAG_001078.bin,FRAG_001079.bin,sample_text_004.json,sample_text_004.json,text,text,11,12,0,0,1,consecutive_neighbor
PAIR_POS_001023,FRAG_001104,FRAG_001105,FRAG_001104.bin,FRAG_001105.bin,sample_text_007.csv,sample_text_007.csv,text,text,6,7,0,0,1,consecutive_neighbor
PAIR_POS_000798,FRAG_000855,FRAG_000856,FRAG_000855.bin,FRAG_000856.bin,sample_png_008.png,sample_png_008.png,png,png,0,1,1,0,1,consecutive_neighbor
PAIR_POS_001361,FRAG_001471,FRAG_001472,FRAG_001471.bin,FRAG_001472.bin,sample_zip_011.zip,sample_zip_011.zip,zip,zip,8,9,0,0,1,consecutive_neighbor
PAIR_NEG_000260,FRAG_000076,FRAG_000057,FRAG_000076.bin,FRAG_000057.bin,sample_jpeg_009.jpeg,sample_jpeg_007.jpg,jpeg,jpeg,6,4,0,0,0,negative_same_type
PAIR_NEG_000574,FRAG_001282,FRAG_001216,FRAG_001282.bin,FRAG_001216.bin,sample_text_018.csv,sample_text_015.json,text,text,5,11,0,0,0,negative_same_type
PAIR_POS_001151,FRAG_001241,FRAG_001242,FRAG_001241.bin,FRAG_001242.bin,sample_text_016.json,sample_text_016.json,text,text,3,4,0,0,1,consecutive_neighbor
PAIR_NEG_000932,FRAG_001548,FRAG_000091,FRAG_001548.bin,FRAG_000091.bin,sample_zip_017.zip,sample_jpeg_010.jpg,zip,jpeg,4,13,0,1,0,negative_diff_type
PAIR_POS_000810,FRAG_000867,FRAG_000868,FRAG_000867.bin,FRAG_000868.bin,sample_png_008.png,sample_png_008.png,png,png,12,13,0,1,1,consecutive_neighbor
PAIR_POS_000055,FRAG_000062,FRAG_000063,FRAG_000062.bin,FRAG_000063.bin,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,jpeg,jpeg,3,4,0,0,1,consecutive_neighbor
PAIR_POS_000834,FRAG_000894,FRAG_000895,FRAG_000894.bin,FRAG_000895.bin,sample_png_011.png,sample_png_011.png,png,png,6,7,0,0,1,consecutive_neighbor
PAIR_NEG_000719,FRAG_001323,FRAG_001182,FRAG_001323.bin,FRAG_001182.bin,sample_text_021.csv,sample_text_012.log,text,text,5,8,0,0,0,negative_same_type
PAIR_POS_000139,FRAG_000155,FRAG_000156,FRAG_000155.bin,FRAG_000156.bin,sample_jpeg_017.jpg,sample_jpeg_017.jpg,jpeg,jpeg,7,8,0,0,1,consecutive_neighbor
PAIR_NEG_000144,FRAG_000220,FRAG_000121,FRAG_000220.bin,FRAG_000121.bin,sample_jpeg_025.jpg,sample_jpeg_014.jpeg,jpeg,jpeg,6,0,0,0,0,negative_same_type
PAIR_POS_000473,FRAG_000509,FRAG_000510,FRAG_000509.bin,FRAG_000510.bin,sample_pdf_012.pdf,sample_pdf_012.pdf,pdf,pdf,26,27,0,0,1,consecutive_neighbor
PAIR_NEG_000532,FRAG_001458,FRAG_001390,FRAG_001458.bin,FRAG_001390.bin,sample_zip_010.zip,sample_zip_003.zip,zip,zip,3,5,0,0,0,negative_same_type
PAIR_POS_001437,FRAG_001553,FRAG_001554,FRAG_001553.bin,FRAG_001554.bin,sample_zip_017.zip,sample_zip_017.zip,zip,zip,9,10,0,0,1,consecutive_neighbor
PAIR_POS_001319,FRAG_001425,FRAG_001426,FRAG_001425.bin,FRAG_001426.bin,sample_zip_007.zip,sample_zip_007.zip,zip,zip,1,2,0,0,1,consecutive_neighbor
PAIR_POS_000761,FRAG_000813,FRAG_000814,FRAG_000813.bin,FRAG_000814.bin,sample_png_003.png,sample_png_003.png,png,png,4,5,0,1,1,consecutive_neighbor
PAIR_POS_000937,FRAG_001011,FRAG_001012,FRAG_001011.bin,FRAG_001012.bin,sample_png_025.png,sample_png_025.png,png,png,0,1,1,0,1,consecutive_neighbor
PAIR_NEG_000689,FRAG_000735,FRAG_000752,FRAG_000735.bin,FRAG_000752.bin,sample_pdf_022.pdf,sample_pdf_023.pdf,pdf,pdf,15,10,0,0,0,negative_same_type
PAIR_NEG_000009,FRAG_001326,FRAG_001167,FRAG_001326.bin,FRAG_001167.bin,sample_text_022.log,sample_text_011.json,text,text,1,20,0,0,0,negative_same_type
PAIR_POS_000590,FRAG_000633,FRAG_000634,FRAG_000633.bin,FRAG_000634.bin,sample_pdf_019.pdf,sample_pdf_019.pdf,pdf,pdf,0,1,1,0,1,consecutive_neighbor
PAIR_NEG_000980,FRAG_000891,FRAG_000171,FRAG_000891.bin,FRAG_000171.bin,sample_png_011.png,sample_jpeg_019.jpg,png,jpeg,3,1,0,0,0,negative_diff_type
PAIR_POS_000383,FRAG_000416,FRAG_000417,FRAG_000416.bin,FRAG_000417.bin,sample_pdf_009.pdf,sample_pdf_009.pdf,pdf,pdf,6,7,0,0,1,consecutive_neighbor
PAIR_POS_000767,FRAG_000820,FRAG_000821,FRAG_000820.bin,FRAG_000821.bin,sample_png_004.png,sample_png_004.png,png,png,5,6,0,0,1,consecutive_neighbor
PAIR_NEG_000053,FRAG_001011,FRAG_000959,FRAG_001011.bin,FRAG_000959.bin,sample_png_025.png,sample_png_019.png,png,png,0,2,1,0,0,negative_same_type
PAIR_NEG_000086,FRAG_000774,FRAG_000684,FRAG_000774.bin,FRAG_000684.bin,sample_pdf_025.pdf,sample_pdf_020.pdf,pdf,pdf,6,11,0,0,0,negative_same_type
PAIR_NEG_000145,FRAG_000429,FRAG_000696,FRAG_000429.bin,FRAG_000696.bin,sample_pdf_009.pdf,sample_pdf_020.pdf,pdf,pdf,19,23,0,0,0,negative_same_type
PAIR_NEG_000928,FRAG_001465,FRAG_000094,FRAG_001465.bin,FRAG_000094.bin,sample_zip_011.zip,sample_jpeg_011.jpeg,zip,jpeg,2,2,0,0,0,negative_diff_type
PAIR_POS_000265,FRAG_000292,FRAG_000293,FRAG_000292.bin,FRAG_000293.bin,sample_pdf_003.pdf,sample_pdf_003.pdf,pdf,pdf,12,13,0,0,1,consecutive_neighbor
PAIR_NEG_001398,FRAG_001438,FRAG_000749,FRAG_001438.bin,FRAG_000749.bin,sample_zip_008.zip,sample_pdf_023.pdf,zip,pdf,6,7,0,0,0,negative_diff_type
PAIR_POS_000580,FRAG_000622,FRAG_000623,FRAG_000622.bin,FRAG_000623.bin,sample_pdf_018.pdf,sample_pdf_018.pdf,pdf,pdf,19,20,0,0,1,consecutive_neighbor
PAIR_NEG_000395,FRAG_000777,FRAG_000599,FRAG_000777.bin,FRAG_000599.bin,sample_pdf_025.pdf,sample_pdf_017.pdf,pdf,pdf,9,16,0,0,0,negative_same_type
PAIR_NEG_000711,FRAG_001603,FRAG_001446,FRAG_001603.bin,FRAG_001446.bin,sample_zip_022.zip,sample_zip_009.zip,zip,zip,0,2,1,0,0,negative_same_type
PAIR_NEG_000780,FRAG_000607,FRAG_001237,FRAG_000607.bin,FRAG_001237.bin,sample_pdf_018.pdf,sample_text_015.json,pdf,text,4,32,0,1,0,negative_diff_type
PAIR_NEG_000315,FRAG_000121,FRAG_000090,FRAG_000121.bin,FRAG_000090.bin,sample_jpeg_014.jpeg,sample_jpeg_010.jpg,jpeg,jpeg,0,12,1,0,0,negative_same_type
PAIR_NEG_000228,FRAG_001448,FRAG_001492,FRAG_001448.bin,FRAG_001492.bin,sample_zip_009.zip,sample_zip_013.zip,zip,zip,4,2,0,0,0,negative_same_type
PAIR_POS_000505,FRAG_000543,FRAG_000544,FRAG_000543.bin,FRAG_000544.bin,sample_pdf_014.pdf,sample_pdf_014.pdf,pdf,pdf,16,17,0,0,1,consecutive_neighbor
PAIR_POS_001074,FRAG_001159,FRAG_001160,FRAG_001159.bin,FRAG_001160.bin,sample_text_011.json,sample_text_011.json,text,text,12,13,0,0,1,consecutive_neighbor
PAIR_NEG_000493,FRAG_000486,FRAG_000521,FRAG_000486.bin,FRAG_000521.bin,sample_pdf_012.pdf,sample_pdf_013.pdf,pdf,pdf,3,3,0,0,0,negative_same_type
PAIR_POS_001145,FRAG_001234,FRAG_001235,FRAG_001234.bin,FRAG_001235.bin,sample_text_015.json,sample_text_015.json,text,text,29,30,0,0,1,consecutive_neighbor
PAIR_POS_000251,FRAG_000277,FRAG_000278,FRAG_000277.bin,FRAG_000278.bin,sample_pdf_002.pdf,sample_pdf_002.pdf,pdf,pdf,18,19,0,0,1,consecutive_neighbor
PAIR_NEG_000345,FRAG_001620,FRAG_001446,FRAG_001620.bin,FRAG_001446.bin,sample_zip_024.zip,sample_zip_009.zip,zip,zip,3,2,0,0,0,negative_same_type
PAIR_POS_000705,FRAG_000752,FRAG_000753,FRAG_000752.bin,FRAG_000753.bin,sample_pdf_023.pdf,sample_pdf_023.pdf,pdf,pdf,10,11,0,0,1,consecutive_neighbor
PAIR_POS_000504,FRAG_000542,FRAG_000543,FRAG_000542.bin,FRAG_000543.bin,sample_pdf_014.pdf,sample_pdf_014.pdf,pdf,pdf,15,16,0,0,1,consecutive_neighbor
PAIR_NEG_001001,FRAG_000128,FRAG_000297,FRAG_000128.bin,FRAG_000297.bin,sample_jpeg_015.jpeg,sample_pdf_003.pdf,jpeg,pdf,3,17,0,0,0,negative_diff_type
PAIR_POS_000428,FRAG_000463,FRAG_000464,FRAG_000463.bin,FRAG_000464.bin,sample_pdf_011.pdf,sample_pdf_011.pdf,pdf,pdf,10,11,0,0,1,consecutive_neighbor
PAIR_POS_001448,FRAG_001565,FRAG_001566,FRAG_001565.bin,FRAG_001566.bin,sample_zip_018.zip,sample_zip_018.zip,zip,zip,7,8,0,0,1,consecutive_neighbor
PAIR_POS_000944,FRAG_001018,FRAG_001019,FRAG_001018.bin,FRAG_001019.bin,sample_png_025.png,sample_png_025.png,png,png,7,8,0,0,1,consecutive_neighbor
PAIR_POS_000670,FRAG_000715,FRAG_000716,FRAG_000715.bin,FRAG_000716.bin,sample_pdf_021.pdf,sample_pdf_021.pdf,pdf,pdf,7,8,0,0,1,consecutive_neighbor
PAIR_POS_001466,FRAG_001585,FRAG_001586,FRAG_001585.bin,FRAG_001586.bin,sample_zip_020.zip,sample_zip_020.zip,zip,zip,9,10,0,0,1,consecutive_neighbor
PAIR_NEG_000381,FRAG_000846,FRAG_000894,FRAG_000846.bin,FRAG_000894.bin,sample_png_007.png,sample_png_011.png,png,png,0,6,1,0,0,negative_same_type
PAIR_NEG_000277,FRAG_001270,FRAG_001250,FRAG_001270.bin,FRAG_001250.bin,sample_text_017.txt,sample_text_016.json,text,text,4,12,0,0,0,negative_same_type
PAIR_POS_000656,FRAG_000700,FRAG_000701,FRAG_000700.bin,FRAG_000701.bin,sample_pdf_020.pdf,sample_pdf_020.pdf,pdf,pdf,27,28,0,0,1,consecutive_neighbor
PAIR_POS_000308,FRAG_000337,FRAG_000338,FRAG_000337.bin,FRAG_000338.bin,sample_pdf_005.pdf,sample_pdf_005.pdf,pdf,pdf,23,24,0,0,1,consecutive_neighbor
PAIR_POS_000269,FRAG_000296,FRAG_000297,FRAG_000296.bin,FRAG_000297.bin,sample_pdf_003.pdf,sample_pdf_003.pdf,pdf,pdf,16,17,0,0,1,consecutive_neighbor
PAIR_NEG_000463,FRAG_001400,FRAG_001538,FRAG_001400.bin,FRAG_001538.bin,sample_zip_004.zip,sample_zip_016.zip,zip,zip,5,8,0,0,0,negative_same_type
PAIR_POS_001100,FRAG_001186,FRAG_001187,FRAG_001186.bin,FRAG_001187.bin,sample_text_012.log,sample_text_012.log,text,text,12,13,0,1,1,consecutive_neighbor
PAIR_POS_000028,FRAG_000030,FRAG_000031,FRAG_000030.bin,FRAG_000031.bin,sample_jpeg_003.jpg,sample_jpeg_003.jpg,jpeg,jpeg,4,5,0,0,1,consecutive_neighbor
PAIR_NEG_000975,FRAG_000161,FRAG_001605,FRAG_000161.bin,FRAG_001605.bin,sample_jpeg_017.jpg,sample_zip_022.zip,jpeg,zip,13,2,0,0,0,negative_diff_type
PAIR_NEG_000453,FRAG_000219,FRAG_000168,FRAG_000219.bin,FRAG_000168.bin,sample_jpeg_025.jpg,sample_jpeg_018.jpeg,jpeg,jpeg,5,6,0,0,0,negative_same_type
PAIR_NEG_000141,FRAG_000996,FRAG_000901,FRAG_000996.bin,FRAG_000901.bin,sample_png_023.png,sample_png_012.png,png,png,0,4,1,0,0,negative_same_type
PAIR_NEG_000190,FRAG_001532,FRAG_001596,FRAG_001532.bin,FRAG_001596.bin,sample_zip_016.zip,sample_zip_021.zip,zip,zip,2,7,0,0,0,negative_same_type
PAIR_POS_001247,FRAG_001345,FRAG_001346,FRAG_001345.bin,FRAG_001346.bin,sample_text_024.txt,sample_text_024.txt,text,text,4,5,0,0,1,consecutive_neighbor
PAIR_POS_000995,FRAG_001073,FRAG_001074,FRAG_001073.bin,FRAG_001074.bin,sample_text_004.json,sample_text_004.json,text,text,6,7,0,0,1,consecutive_neighbor
